-0.046505	0.698000	-0.037939
0.006049	0.690000	-0.000000
-0.001198	0.683000	-0.015568
0.028148	0.698000	-0.001224
0.013520	0.701000	0.007375
0.000000	0.713000	0.020002
-0.014370	0.683000	-0.032333
0.030377	0.693000	-0.061968
-0.019525	0.696000	-0.002441
0.007364	0.700000	0.008591
0.032523	0.687000	-0.050591
0.037395	0.688000	-0.051871
-0.016888	0.688000	-0.060315
0.002434	0.694000	0.007301
0.011923	0.680000	-0.048883
0.025259	0.686000	-0.032475
0.039499	0.704000	-0.006172
-0.003587	0.682000	-0.034677
0.034983	0.688000	-0.050664
-0.024091	0.687000	-0.016864
-0.022218	0.704000	0.007406
0.004965	0.708000	0.016138
0.011958	0.682000	-0.053810
0.025553	0.694000	-0.007301
-0.021966	0.696000	-0.003661
-0.042773	0.697000	-0.042773
-0.023986	0.684000	-0.028783
-0.010778	0.683000	-0.021555
-0.042206	0.708000	-0.002483
-0.009566	0.682000	-0.035873
0.020358	0.683000	-0.034728
-0.023951	0.683000	-0.038321
0.010936	0.693000	-0.000000
0.045217	0.697000	-0.037884
-0.055861	0.708000	-0.028551
-0.013520	0.701000	0.007375
-0.015065	0.716000	0.018831
0.001196	0.682000	-0.022720
-0.024056	0.686000	-0.045706
-0.032665	0.690000	-0.045972
-0.044184	0.700000	-0.051548
0.033043	0.698000	-0.011014
0.014307	0.680000	-0.046498
-0.036347	0.691000	-0.042404
-0.028108	0.697000	-0.063548
-0.047866	0.700000	-0.039275
0.024827	0.708000	0.009931
0.021682	0.687000	-0.057818
-0.012273	0.700000	0.008591
0.003593	0.683000	-0.027543
0.020477	0.687000	-0.059022
-0.036294	0.690000	-0.031455
-0.019245	0.686000	-0.021650
0.019553	0.697000	0.001222
-0.001206	0.688000	0.001206
0.033611	0.710000	0.002490
-0.047372	0.711000	-0.006233
-0.057103	0.708000	-0.028551
0.006031	0.688000	-0.004825
-0.026384	0.684000	-0.033580
0.042834	0.698000	-0.035491
-0.009622	0.686000	-0.016839
-0.030683	0.700000	-0.002455
0.000000	0.688000	-0.065140
0.043018	0.701000	-0.012291
0.037939	0.698000	-0.014686
0.010730	0.680000	-0.039345
-0.034414	0.701000	-0.003687
-0.003614	0.687000	-0.003614
0.040560	0.701000	-0.012291
-0.017989	0.684000	-0.039576
-0.038482	0.708000	0.001241
-0.002476	0.706000	0.012379
-0.001205	0.687000	-0.061432
-0.028269	0.701000	0.001229
-0.041491	0.696000	-0.029288
0.009692	0.691000	-0.000000
-0.001206	0.688000	-0.000000
0.007175	0.682000	-0.038265
0.010730	0.680000	-0.050075
0.001210	0.690000	0.002420
0.010762	0.682000	-0.027503
-0.009566	0.682000	-0.047831
-0.031318	0.687000	-0.025295
-0.037504	0.690000	-0.033874
-0.004937	0.704000	0.012343
-0.020805	0.698000	0.001224
0.010794	0.684000	-0.017989
0.044184	0.700000	-0.034365
-0.010778	0.683000	-0.035926
0.012098	0.690000	-0.003629
-0.040386	0.698000	-0.018357
-0.049163	0.701000	-0.040560
0.034932	0.687000	-0.049386
-0.005979	0.682000	-0.044244
-0.020388	0.684000	-0.022786
0.002504	0.714000	0.021282
-0.013192	0.684000	-0.022786
-0.027583	0.684000	-0.033580
0.009566	0.682000	-0.055006
0.009622	0.686000	-0.062545
-0.031728	0.696000	-0.058575
-0.018699	0.711000	0.014959
-0.054851	0.711000	-0.013713
0.045671	0.704000	-0.029624
-0.042773	0.697000	-0.045217
-0.019188	0.684000	-0.040776
-0.019385	0.691000	-0.006058
-0.040965	0.708000	-0.001241
-0.024126	0.688000	-0.056696
0.008346	0.680000	-0.042922
0.026500	0.687000	-0.028909
-0.043202	0.704000	-0.009875
-0.040676	0.703000	-0.011093
-0.021966	0.696000	-0.004881
0.017989	0.684000	-0.055167
0.015591	0.684000	-0.021587
0.024091	0.687000	-0.019273
-0.016765	0.683000	-0.046704
-0.006031	0.688000	-0.003619
-0.011109	0.704000	0.012343
0.030859	0.704000	0.002469
-0.027866	0.691000	-0.056943
-0.038770	0.691000	-0.035135
0.027825	0.690000	-0.015727
-0.051327	0.714000	-0.006259
-0.023652	0.710000	0.012449
-0.015819	0.694000	0.002434
-0.010778	0.683000	-0.032333
0.023951	0.683000	-0.049099
0.000000	0.688000	-0.066346
0.024231	0.691000	-0.010904
-0.014644	0.696000	0.006102
-0.011975	0.683000	-0.026346
0.041372	0.694000	-0.029204
-0.028909	0.687000	-0.022886
-0.040849	0.706000	-0.004951
-0.014433	0.686000	-0.021650
0.005988	0.683000	-0.028741
-0.002392	0.682000	-0.032286
-0.050608	0.704000	-0.024687
0.001205	0.687000	-0.008432
0.040733	0.704000	-0.007406
-0.006014	0.686000	-0.013231
0.037667	0.693000	-0.021871
-0.030070	0.686000	-0.031272
-0.032949	0.696000	-0.012203
0.002413	0.688000	-0.006031
0.026500	0.687000	-0.025295
-0.002392	0.682000	-0.044244
0.013192	0.684000	-0.020388
-0.002392	0.682000	-0.023915
-0.008432	0.687000	-0.061432
-0.003587	0.682000	-0.041852
0.013173	0.683000	-0.058679
0.005979	0.682000	-0.044244
-0.007185	0.683000	-0.017963
0.021682	0.687000	-0.015659
0.020388	0.684000	-0.055167
0.032570	0.688000	-0.053077
0.004790	0.683000	-0.025148
-0.015636	0.686000	-0.020447
0.011958	0.682000	-0.039461
-0.009903	0.706000	0.012379
-0.010778	0.683000	-0.043111
0.007469	0.710000	0.017428
0.041550	0.697000	-0.021997
-0.030113	0.687000	-0.042159
0.015636	0.686000	-0.019245
0.002395	0.683000	-0.049099
-0.014454	0.687000	-0.012045
0.035440	0.697000	-0.014665
0.013173	0.683000	-0.056284
-0.051769	0.703000	-0.040676
-0.003619	0.688000	-0.002413
-0.004811	0.686000	-0.013231
-0.004881	0.696000	0.008542
-0.033185	0.701000	-0.003687
0.043018	0.701000	-0.014749
0.017937	0.682000	-0.040656
0.014454	0.687000	-0.009636
0.033923	0.691000	-0.025443
-0.002413	0.688000	-0.063934
-0.036662	0.697000	-0.054993
0.008726	0.711000	0.018699
0.016790	0.684000	-0.058765
0.024231	0.691000	-0.008481
-0.001203	0.686000	-0.058937
-0.042325	0.710000	-0.000000
-0.022313	0.707000	0.009917
-0.031318	0.687000	-0.042159
0.027426	0.711000	0.011220
0.025553	0.694000	-0.004867
-0.036504	0.694000	-0.051106
0.021682	0.687000	-0.026500
0.032523	0.687000	-0.040954
-0.026924	0.698000	-0.001224
-0.016765	0.683000	-0.033531
0.008432	0.687000	-0.010841
-0.027825	0.690000	-0.053231
-0.049304	0.703000	-0.027117
0.010043	0.716000	0.020086
-0.003614	0.687000	-0.007227
-0.008383	0.683000	-0.053889
0.014602	0.694000	0.002434
0.016692	0.680000	-0.044114
-0.018042	0.686000	-0.020447
-0.001198	0.683000	-0.032333
0.003587	0.682000	-0.039461
0.020358	0.683000	-0.049099
-0.044373	0.703000	-0.014791
-0.035949	0.707000	0.002479
-0.032807	0.693000	-0.053463
-0.001215	0.693000	0.006075
0.009678	0.690000	-0.003629
0.007175	0.682000	-0.031090
0.042588	0.694000	-0.032854
-0.041550	0.697000	-0.023219
-0.025700	0.698000	-0.001224
0.036662	0.697000	-0.015887
0.041610	0.698000	-0.020805
-0.001245	0.710000	0.017428
-0.019273	0.687000	-0.013250
-0.029035	0.690000	-0.054441
0.016864	0.687000	-0.019273
-0.051327	0.714000	-0.007511
-0.014854	0.706000	0.009903
-0.035999	0.708000	0.003724
-0.001196	0.682000	-0.025111
-0.007269	0.691000	0.002423
0.020656	0.693000	-0.003645
-0.047505	0.713000	-0.003750
0.043932	0.696000	-0.025627
0.036189	0.688000	-0.054283
0.040328	0.697000	-0.040328
-0.026461	0.686000	-0.040895
0.013694	0.710000	0.018673
-0.016765	0.683000	-0.027543
-0.019188	0.684000	-0.023986
-0.046505	0.698000	-0.040386
-0.015727	0.690000	-0.007259
0.014454	0.687000	-0.062636
0.014349	0.682000	-0.038265
-0.051990	0.706000	-0.025995
-0.050536	0.703000	-0.028350
0.003593	0.683000	-0.023951
-0.008370	0.682000	-0.046635
